"","id_spotify","artists","name","release_date","year","acousticness","danceability","speechiness","tempo","valence","energy","instrumentalness","liveness","loudness","duration_ms","popularity","key","mode","explicit","top_500"
"511",60540,"['Def Leppard']","Foolin'","1983-01-20",1983,0.000337,0.608,0.0277,113.796,0.474,0.787,0.00782,0.111,-6.703,274118,57,9,0,0,FALSE
"512",73642,"['Tevin Campbell']","Stand Out","1995-01-01",1995,0.0287,0.816,0.0607,141.989,0.938,0.715,0,0.0399,-9.759,180440,53,0,1,0,FALSE
"513",6190,"['Vincenzo Bellini', 'Maria Callas', 'Nicola Rossi-Lemeni', 'Rolando Panerai', 'Orchestra Del Teatro Alla Scala, Milano', 'Tullio Serafin', 'Orchestra Del Teatro Alla Scala Di Milan']","Bellini: I puritani, Act 2 Scene 3: Scena ed Aria, ""O rendetemi la speme … Qui la voce sua soave"" (Elvira, Giorgio, Riccardo)","1953",1953,0.987,0.215,0.0531,79.073,0.0845,0.18,0.0116,0.107,-17.337,605933,1,3,1,0,FALSE
"514",22606,"['Cowboy Troy', 'Big & Rich']","I Play Chicken with the Train (with Big & Rich)","2005-05-17",2005,0.0728,0.709,0.0992,128.051,0.679,0.948,0,0.214,-3.388,196812,43,11,0,0,FALSE
"515",108868,"['NOFX']","Eat The Meek","1997-10-21",1997,0.00469,0.701,0.0519,78.349,0.925,0.676,0.145,0.212,-5.851,211667,46,5,1,0,FALSE
"516",96735,"['Andy Williams']","Hawaiian Wedding Song","1992-03-30",1992,0.861,0.278,0.031,101.747,0.176,0.141,0.002,0.382,-13.719,150200,47,10,1,0,FALSE
"517",25804,"['Supertramp']","Another Man's Woman - Live At Pavillon de Paris/1979","1979-03-29",1979,0.394,0.412,0.0383,138.026,0.438,0.566,0.00877,0.933,-12.887,452080,35,2,0,0,FALSE
"518",29481,"['Javier Solís']","Serrana","1957",1957,0.87,0.497,0.0367,120.31,0.58,0.342,0,0.172,-9.403,159000,5,9,1,0,FALSE
"519",113429,"['John Barry']","I'm Better At Hello (Karen's Theme I) - Out Of Africa/Soundtrack Version","1985-01-01",1985,0.928,0.164,0.0391,76.793,0.199,0.149,0.956,0.116,-19.957,78240,29,2,0,0,FALSE
"520",81423,"['The Chordettes']","Wonderful One","1954-04-05",1954,0.99,0.24,0.0484,197.867,0.0385,0.00804,0,0.209,-21.564,147427,14,3,1,0,FALSE
"521",83344,"['Frank Zappa']","Stink-Foot","1974-03-22",1974,0.255,0.369,0.148,66.952,0.555,0.558,0.000774,0.173,-10.664,400693,38,5,0,0,FALSE
"522",90375,"['Slayer']","Reborn","1986-01-01",1986,0.00123,0.479,0.191,110.513,0.0594,0.998,3.22e-05,0.223,-3.823,131533,36,1,1,0,FALSE
"523",43985,"['Texas Tornados']","She Never Spoke Spanish to Me","1990-07-20",1990,0.522,0.636,0.0275,107.928,0.582,0.498,0,0.228,-8.396,200827,31,2,1,0,FALSE
"524",36257,"['Piero Piccioni']","Addio, amore mio","1969",1969,0.959,0.212,0.0353,66.942,0.0441,0.183,0.897,0.0913,-16.285,157480,21,0,0,0,FALSE
"525",69552,"['Stan Kenton']","I've Got You Under My Skin","1953-01-17",1953,0.742,0.495,0.0421,86.229,0.676,0.359,0.00285,0.0588,-8.792,170373,6,0,0,0,FALSE
"526",24712,"['Wicked Lady']","War Cloud","1968",1968,0.0882,0.694,0.0309,124.121,0.221,0.389,0.535,0.0445,-13.537,460227,25,4,1,0,FALSE
"527",19286,"['Alice Cooper']","Killer","1971",1971,0.61,0.348,0.041,124.81,0.385,0.337,0.591,0.853,-17.447,418333,28,9,0,0,FALSE
"528",10904,"['Queens of the Stone Age']","Another Love Song","2002",2002,0.136,0.376,0.0657,146.114,0.454,0.756,0.0155,0.376,-4.93,195558,40,9,1,0,FALSE
"529",106087,"['Neil Young']","The Old Laughing Lady - 2009 Remaster","1969-01-22",1969,0.674,0.333,0.0394,152.138,0.499,0.259,0.638,0.0905,-16.071,356027,31,7,1,0,FALSE
"530",97292,"['Shania Twain']","Rock This Country!","1997-11-04",1997,0.252,0.637,0.0302,129.106,0.696,0.802,0,0.228,-5.794,262400,48,7,1,0,FALSE
"531",64152,"['Miles Davis']","Summertime","1959",1959,0.735,0.402,0.03,107.599,0.417,0.0675,0,0.0959,-19.553,197427,42,10,0,0,FALSE
"532",25229,"['Joe Walsh']","Book Ends","1973-06-18",1973,0.0911,0.487,0.0312,142.59,0.383,0.361,0.187,0.119,-17.255,167000,27,9,1,0,FALSE
"533",10101,"['Rancid']","Nihilism","1994-06-14",1994,0.0279,0.389,0.11,132.537,0.356,0.952,1.01e-05,0.304,-7.579,121560,40,0,1,0,FALSE
"534",29143,"['Indrani', 'Moti Sagar']","Ik Ankhon Mein Hai Pyar","1953-12-31",1953,0.992,0.834,0.533,83.702,0.733,0.0866,0.00846,0.117,-10.045,194000,0,2,1,0,FALSE
"535",53203,"['Chicago']","Introduction - 50th Anniversary Remix","1969-01-01",1969,0.138,0.369,0.101,119.777,0.231,0.861,0.3,0.153,-7.657,395613,18,5,0,0,FALSE
"536",68225,"['Yo La Tengo']","You Can Have It All","2000-02-22",2000,0.637,0.515,0.0362,178.471,0.965,0.833,0.944,0.302,-9.409,276640,58,4,1,0,FALSE
"537",96359,"['Luis Miguel']","Por Favor Señora","1988-11-25",1988,0.403,0.475,0.0353,164.207,0.679,0.497,3.17e-05,0.0973,-13.51,240467,55,7,0,0,FALSE
"538",83597,"['Jerry Lee Lewis']","Middle Age Crazy","1977-07-27",1977,0.861,0.514,0.0294,143.062,0.52,0.326,9.1e-05,0.179,-12.99,236253,40,2,1,0,FALSE
"539",92414,"['Elijah Kelley', 'Amanda Bynes', 'Zac Efron', 'Nikki Blonsky']","Without Love","2007-07-10",2007,0.426,0.581,0.119,98.04,0.431,0.878,0,0.176,-5.227,219867,56,10,1,0,FALSE
"540",91486,"['Plastic Bertrand']","Ca plane pour moi","1998-02-06",1998,0.074,0.422,0.0954,165.764,0.845,0.943,6.83e-05,0.105,-4.365,182133,60,10,1,0,FALSE
"541",101882,"['Dio']","Sacred Heart - 2016 Remaster","1985",1985,0.000245,0.445,0.0359,92.342,0.23,0.946,0.473,0.354,-5.284,384347,30,8,0,0,FALSE
"542",110919,"['Martin Denny']","Sake Rock","1959-01-01",1959,0.057,0.769,0.031,126.264,0.657,0.758,0.558,0.0692,-6.619,124200,12,7,1,0,FALSE
"543",84314,"['Kenny Rogers', 'James Ingram']","What About Me?","1984-08-27",1984,0.737,0.492,0.0275,79.369,0.262,0.352,0,0.111,-14.948,263133,47,1,1,0,FALSE
"544",103693,"['Solido']","Tal Vez","2003",2003,0.293,0.73,0.0557,145.106,0.703,0.258,1.45e-06,0.117,-17.859,215747,50,9,1,0,FALSE
"545",53251,"['Gal Costa']","A Coisa Mais Linda Que Existe","1969-01-01",1969,0.551,0.619,0.0339,128.477,0.675,0.36,2.52e-05,0.275,-14.642,240000,30,0,1,0,FALSE
"546",9147,"['Agnostic Front']","Victim In Pain","1984",1984,0.0147,0.377,0.148,100.93,0.195,0.992,2.47e-05,0.084,-5.924,48462,26,4,1,0,FALSE
"547",98134,"['Akon', 'Eminem']","Smack That","2006",2006,0.321,0.939,0.0467,118.978,0.924,0.742,0,0.107,-5.171,212360,48,5,0,1,FALSE
"548",60986,"['Bobby McFerrin']","Don't Worry Be Happy","1988-01-01",1988,0.88,0.675,0.171,68.837,0.747,0.166,7.14e-05,0.0461,-22.602,294400,68,11,1,0,FALSE
"549",23397,"['Richard Wagner', 'Otto von Rohr', 'Lorenz Fehenberger', 'Annelies Kupper', 'Bayerisches Rundfunkorchester', 'Bayerischer Rundfunkchor', 'Eugen Jochum']","Lohengrin, WWV 75 / Act 1: ""Nun sei bedankt, mein lieber Schwan!""","1953-07-01",1953,0.983,0.143,0.0387,80.73,0.0372,0.0377,0.00117,0.153,-22.043,313027,0,9,1,0,FALSE
"550",17098,"['The Coasters']","Yakety Yak - 2007 Remaster","2007-12-07",2007,0.626,0.641,0.242,120.948,0.849,0.834,0.000534,0.131,-7.831,116027,46,7,1,0,FALSE
"551",96733,"['Hawaiian Style Band']","Love And Honesty","1992-10-01",1992,0.713,0.75,0.0326,111.949,0.492,0.217,1.2e-06,0.0777,-17.497,247507,40,7,1,0,FALSE
"552",55493,"['Lionel Richie']","Love Oh Love","1992-01-01",1992,0.169,0.223,0.0274,74.743,0.137,0.333,2.51e-06,0.254,-10.586,347773,29,7,1,0,FALSE
"553",53653,"['Carpenters']","Yesterday Once More","1973-11-09",1973,0.359,0.285,0.0292,166.84,0.31,0.294,0,0.0873,-15.649,239000,28,4,1,0,FALSE
"554",80531,"['Hillsong Worship']","Here I Am To Worship - Live","2005-12-27",2005,0.449,0.392,0.0282,143.921,0.166,0.44,0,0.118,-6.711,220827,52,4,1,0,FALSE
"555",12880,"['The Beach Boys']","Ballad of Ole' Betsy (Stereo)","1963-10-07",1963,0.381,0.5,0.0287,100.808,0.532,0.266,0,0.0707,-12.407,137347,16,8,1,0,FALSE
"556",19934,"['The Animals']","As the Crow Flies","1977-08",1977,0.621,0.663,0.0288,72.655,0.534,0.39,0.0184,0.112,-10.333,219133,32,9,0,0,FALSE
"557",17879,"['Louis Armstrong']","West End Blues - Live","1955",1955,0.83,0.389,0.361,70.965,0.436,0.443,0.0516,0.893,-12.412,256800,4,3,1,0,FALSE
"558",80619,"['John Mayer']","I Don't Trust Myself (With Loving You)","2006-09-11",2006,0.638,0.842,0.0354,84.026,0.604,0.384,0.000505,0.0998,-11.384,292013,58,9,0,0,FALSE
"559",69383,"['Lester Flatt', 'Earl Scruggs']","Building On Sand","1951",1951,0.805,0.73,0.027,107.014,0.506,0.251,1.02e-05,0.0669,-10.475,151800,5,6,1,0,FALSE
"560",4172,"['Whitney Houston']","Jesus Loves Me","1992-11-17",1992,0.545,0.535,0.0312,134.281,0.28,0.396,1.22e-05,0.0568,-13.222,312507,43,7,1,0,FALSE
"561",94687,"['The Allman Brothers Band']","Drunken Hearted Boy - Live At The Fillmore East, 1971","1971-07-01",1971,0.542,0.337,0.0361,179.224,0.599,0.555,0.00615,0.928,-6.991,414693,32,0,1,0,FALSE
"562",80501,"['The Game']","Dreams","2005",2005,0.00499,0.63,0.221,155.779,0.281,0.78,0,0.206,-5.353,286453,59,6,1,1,FALSE
"563",5147,"['The Flaming Lips']","Ego Tripping at the Gates of Hell","2002-05-13",2002,0.0332,0.589,0.0516,87.553,0.854,0.848,0.0648,0.0486,-6.954,271467,43,5,1,0,FALSE
"564",48631,"['Tom Petty and the Heartbreakers']","Somethin' Else - Live At Hammersmith Odeon, London, England/1980","1979-10-19",1979,0.0125,0.378,0.0917,158.918,0.433,0.913,0.00234,0.988,-5.799,148560,22,2,1,0,FALSE
"565",102875,"['Exposé']","Come Go with Me","1995-11-20",1995,0.00592,0.596,0.0366,120.116,0.805,0.732,0.0214,0.0568,-9.356,258333,41,7,1,0,FALSE
"566",32813,"['Brenton Wood']","Sad Little Songs (La Tee Ta)","1992-01-01",1992,0.454,0.665,0.0599,122.152,0.967,0.577,0,0.17,-9.697,148413,30,8,1,0,FALSE
"567",75332,"['Machito & His Afro-Cuban Orchestra']","Holiday Mambo","1951",1951,0.833,0.577,0.0417,162.445,0.769,0.761,0.949,0.19,-8.719,204493,3,5,0,0,FALSE
"568",2743,"['REO Speedwagon']","Say You Love Me or Say Goodnight","1978-03-16",1978,0.0122,0.398,0.0493,146.852,0.724,0.96,1e-05,0.368,-4.553,297827,28,0,1,0,FALSE
"569",19521,"['Jobriath']","I'm a Man","1973",1973,0.0471,0.315,0.0326,187.417,0.652,0.619,0.36,0.274,-6.348,218040,31,4,1,0,FALSE
"570",94951,"['The Who']","I Am The Sea","1973-10-19",1973,0.345,0.152,0.1,79.201,0.0181,0.694,0.069,0.331,-25.055,129880,32,10,0,0,FALSE
"571",6282,"['M. L. Vasanthakumari']","Senthaamaraj Kannane","1954-12-01",1954,0.966,0.29,0.112,177.49,0.76,0.587,0.0216,0.134,-6.282,174573,0,2,1,0,FALSE
"572",74915,"['Beyoncé']","Sweet Dreams","2008-11-14",2008,0.0895,0.694,0.111,121.949,0.788,0.825,1.86e-05,0.0618,-5.986,208067,62,1,1,0,FALSE
"573",22197,"['Wilfrido Vargas']","El Africano","2000-06-06",2000,0.671,0.766,0.0563,134.061,0.923,0.839,0.00581,0.12,-6.078,251733,42,8,1,0,FALSE
"574",66897,"['Édith Piaf']","Non, je ne regrette rien","1987-10-31",1987,0.858,0.382,0.0289,87.018,0.435,0.354,3.11e-06,0.168,-6.595,142280,64,7,1,0,FALSE
"575",59216,"['The Doors']","Roadhouse Blues","1970-02-09",1970,0.337,0.612,0.0319,121.059,0.904,0.634,4.6e-05,0.147,-8.212,243827,73,9,1,0,FALSE
"576",112049,"['Budgie']","Guts - 2013 Remaster","1971-06-04",1971,0.0121,0.352,0.0439,185.034,0.793,0.7,0.000843,0.164,-13.266,261040,33,1,1,0,FALSE
"577",87945,"['Cannonball Adderley', 'Bill Evans']","Nancy (With The Laughing Face)","1961",1961,0.965,0.437,0.0427,185.181,0.219,0.0431,0.724,0.143,-19.289,248453,23,3,1,0,FALSE
"578",84521,"['John Prine']","Linda Goes to Mars","1986-01-01",1986,0.728,0.616,0.0307,83.589,0.761,0.278,0.000449,0.104,-19.096,186400,39,2,1,0,FALSE
"579",86380,"['Malo']","Suavecito","2005-08-23",2005,0.412,0.562,0.0342,113.969,0.665,0.561,1.98e-05,0.0924,-10.954,393346,51,11,0,0,FALSE
"580",99563,"['Ahmad Jamal Trio']","All The Things You Are - Live","1961-09-08",1961,0.796,0.487,0.0394,154.887,0.603,0.393,0.686,0.714,-14.029,192853,16,8,1,0,FALSE
"581",22378,"['Norah Jones']","Seven Years","2002-02-22",2002,0.962,0.588,0.0353,127.143,0.387,0.188,0.00395,0.105,-13.939,145267,42,7,1,0,FALSE
"582",46555,"['Charles Mingus']","Fifty-First Street Blues","1957",1957,0.278,0.63,0.0537,109.795,0.499,0.323,0.0388,0.16,-16.132,344625,9,7,0,0,FALSE
"583",2948,"['Genesis']","Man of Our Times","1980-03-28",1980,0.0619,0.453,0.0355,106.173,0.492,0.756,0.542,0.303,-13.106,335800,27,10,1,0,FALSE
"584",19466,"['Billy Joel']","Somewhere Along the Line","1973-11-07",1973,0.637,0.522,0.0308,82.77,0.556,0.585,0.0206,0.083,-7.746,200320,30,7,1,0,FALSE
"585",11404,"['Toni Braxton']","Un-Break My Heart","2007-02-12",2007,0.442,0.61,0.0317,109.962,0.116,0.41,0,0.113,-9.215,270605,57,11,0,0,FALSE
"586",6459,"['Ray Price']","City Lights - Single Version","1956",1956,0.936,0.318,0.0359,109.513,0.609,0.559,0,0.249,-8.504,179133,8,10,1,0,FALSE
"587",24966,"['Chicago']","P.M. Mourning - 2002 Remaster","1970-01-26",1970,0.844,0.274,0.0328,153.113,0.155,0.199,0.927,0.395,-11.912,118031,23,7,0,0,FALSE
"588",78815,"['Tommy Olivencia']","No Tires La Primera Piedra","1987-01-01",1987,0.546,0.744,0.0438,97.709,0.727,0.791,8.04e-05,0.117,-3.926,296227,42,4,0,0,FALSE
"589",65908,"['Fleetwood Mac']","Gold Dust Woman - 2004 Remaster","1977-02-04",1977,0.259,0.666,0.0305,123.16,0.696,0.599,0.000769,0.373,-9.352,295627,52,7,1,0,FALSE
"590",86831,"['John Lewis']","Afternoon in Paris","1949-01-01",1949,0.988,0.545,0.0475,144.524,0.548,0.0729,0.927,0.133,-22.127,105707,5,0,1,0,FALSE
"591",37406,"['Lime']","Your Love - Album Mix","1981",1981,0.0048,0.771,0.0363,137.655,0.73,0.772,0.741,0.0793,-9.741,437107,34,8,1,0,FALSE
"592",114204,"['Brooks & Dunn']","That Ain't No Way to Go","1993-02-23",1993,0.151,0.701,0.0298,106.303,0.391,0.45,0,0.108,-10.285,217493,35,9,1,0,FALSE
"593",2837,"['Fleetwood Mac']","That's Enough for Me - 2015 Remaster","1979-10-12",1979,0.162,0.662,0.0747,127.355,0.777,0.94,0.0637,0.0366,-8.623,110747,32,3,0,0,FALSE
"594",68701,"['Audioslave']","Be Yourself","2005-01-01",2005,0.143,0.423,0.0559,116.602,0.317,0.845,5.07e-06,0.213,-3.509,278973,68,11,0,0,FALSE
"595",2098,"['Donny Hathaway']","Magnificent Sanctuary Band","1971",1971,0.227,0.686,0.139,96.397,0.716,0.674,0,0.656,-6.353,259707,32,6,1,0,FALSE
"596",18446,"['Ahmad Jamal Trio']","Poor Butterfly - Live","1961-09-08",1961,0.221,0.52,0.0486,139.675,0.13,0.257,0.759,0.684,-20.075,220347,9,1,1,0,FALSE
"597",83312,"['Lonnie Liston Smith']","A Garden Of Peace","1974-08-07",1974,0.96,0.314,0.0344,114.155,0.21,0.0531,0.902,0.17,-22.254,188800,37,0,0,0,FALSE
"598",109796,"['Eminem']","No Apologies","2006-12-04",2006,0.0171,0.538,0.276,87.022,0.083,0.73,0,0.103,-3.426,258640,47,9,0,1,FALSE
"599",73266,"['Genesis']","Hold on My Heart - 2007 Remaster","1991-11-11",1991,0.618,0.465,0.0295,171.904,0.265,0.365,0.0113,0.0747,-12.633,276373,48,5,0,0,FALSE
"600",24005,"['Harry Belafonte']","All My Trials - Live","1959-07-01",1959,0.899,0.433,0.0352,102.565,0.171,0.101,0.000178,0.358,-19.161,232053,12,2,1,0,FALSE
"601",98238,"['Baby Bash', 'T-Pain']","Cyclone (feat. T-Pain)","2007-10-23",2007,0.0149,0.647,0.043,77.97,0.561,0.715,0,0.141,-5.613,237680,52,11,1,0,FALSE
"602",28517,"['The Used']","Paralyzed","2007-05-18",2007,0.0358,0.543,0.0399,96.009,0.822,0.954,1.39e-05,0.368,-4.44,193733,44,6,0,0,FALSE
"603",97130,"['Neutral Milk Hotel']","Gardenhead / Leave Me Alone","1996-03-26",1996,0.00447,0.419,0.0324,104.189,0.31,0.62,0.000156,0.466,-9.773,193973,42,11,1,0,FALSE
"604",58872,"['The Statler Brothers']","Flowers on the Wall","1966",1966,0.596,0.53,0.187,201.594,0.808,0.51,0,0.0712,-11.053,139813,52,8,0,0,FALSE
"605",84339,"['New Edition']","Lost In Love","1984-01-01",1984,0.527,0.569,0.0287,133.606,0.247,0.368,0,0.0306,-14.124,253933,37,0,1,0,FALSE
"606",1290,"['James Brown']","It Was You","1962-01-01",1962,0.805,0.477,0.0348,77.915,0.393,0.636,0,0.176,-5.692,165240,13,4,1,0,FALSE
"607",32009,"['Los Bukis']","Quisiera Mejor Morir","1984-01-01",1984,0.0964,0.661,0.0738,110.463,0.854,0.589,0,0.0885,-9.434,162427,28,9,1,0,FALSE
"608",110031,"['Igor Stravinsky', 'Joseph Szigeti']","Russian Maiden's Song","1948",1948,0.938,0.26,0.0436,85.463,0.384,0.123,0.000297,0.126,-17.299,267000,0,10,1,0,FALSE
"609",8270,"['Queen']","Lazing On A Sunday Afternoon - Remastered 2011","1975-11-21",1975,0.445,0.643,0.0555,131.901,0.712,0.579,0.00107,0.109,-9.165,67400,25,3,1,0,FALSE
"610",40241,"['Manuel de Falla', 'Isaac Stern']","Suite populaire espagnole: I. El paño moruno","1949",1949,0.976,0.261,0.0357,77.412,0.411,0.242,0.2,0.0869,-15.95,127067,0,11,0,0,FALSE
"611",3573,"['Robin Williams']","Ballet - Live","1986-04-11",1986,0.939,0.583,0.921,113.531,0.348,0.78,0,0.87,-12.921,91320,28,3,1,0,FALSE
"612",75348,"['Jean Ritchie']","My Boy Willie - Version 2","1952",1952,0.971,0.472,0.0463,98.979,0.733,0.0224,0,0.132,-20.453,85453,6,3,1,0,FALSE
"613",107689,"['Buckwheat Zydeco']","Tee Nah Nah","1985-01-01",1985,0.461,0.509,0.0328,136.549,0.959,0.555,0.00299,0.0523,-9.263,284800,30,3,1,0,FALSE
"614",114369,"['The Click']","Be About Yo' Paper","1995-07-08",1995,0.0218,0.695,0.165,168.241,0.626,0.734,5.81e-06,0.315,-5.969,276227,38,6,0,1,FALSE
"615",17261,"['Hinder']","Use Me","2008-01-01",2008,0.000292,0.493,0.0722,134.056,0.435,0.979,0.00124,0.378,-3.08,229733,45,0,1,0,FALSE
"616",42370,"['The Stylistics']","Betcha By Golly, Wow","1973-01-01",1973,0.522,0.347,0.0293,140.899,0.492,0.53,0,0.298,-7.949,198920,40,3,1,0,FALSE
"617",81809,"['Mukesh']","Yeh Mera Diwanapan Hai","1958-12-31",1958,0.928,0.583,0.0326,99.244,0.528,0.398,4.72e-06,0.152,-6.814,226680,24,0,1,0,FALSE
"618",3964,"[""Jane's Addiction""]","Classic Girl","1990",1990,0.0248,0.302,0.0336,112.559,0.243,0.556,0.002,0.107,-9.448,307800,30,9,1,0,FALSE
"619",54498,"['Tom Petty and the Heartbreakers']","A Wasted Life","1982-11-02",1982,0.458,0.508,0.0275,99.04,0.298,0.497,6.06e-06,0.124,-8.846,275667,22,11,1,0,FALSE
"620",33118,"['Janet Jackson']","The Pleasure Principle - Edit","1995-10-10",1995,0.101,0.636,0.0417,116.897,0.664,0.885,0.00043,0.0411,-5.215,253440,36,0,1,0,FALSE
"621",13975,"['The Isley Brothers']","Fight the Power, Pt. 1 - Radio Edit","1975-08-21",1975,0.0726,0.863,0.241,125.388,0.93,0.768,0.00677,0.221,-8.061,200760,26,11,0,0,FALSE
"622",9112,"['Las Chicas Del Can']","Ta' Pillao","1984-09-09",1984,0.714,0.595,0.0514,137.23,0.851,0.379,0,0.0565,-16.752,275670,32,9,0,0,FALSE
"623",60105,"['Jefferson Starship']","Jane","1979-11-01",1979,0.204,0.589,0.0369,117.307,0.787,0.82,0.0188,0.423,-9.602,252200,63,2,1,0,FALSE
"624",68761,"['Daughtry']","It's Not Over","2006",2006,0.0503,0.428,0.0618,145.927,0.294,0.919,0,0.245,-3.245,214831,60,10,0,0,FALSE
"625",14716,"['Jenny Tseng', 'Roman Tam']","世間始終你好 (無線電視劇[射鵰英雄傳]主題曲)","1983-01-01",1983,0.322,0.592,0.0489,137.949,0.743,0.719,1.59e-05,0.308,-8.342,167400,36,2,1,0,FALSE
"626",98468,"['Peggy Lee']","Don't Smoke In Bed","1948-03-19",1948,0.938,0.241,0.0364,103.465,0.0668,0.0819,0.041,0.413,-18.851,190227,3,7,0,0,FALSE
"627",10923,"['Little River Band']","It's A Long Way There - Album Version / 2002 Digital Remaster","2002-01-01",2002,0.0327,0.395,0.038,89.052,0.296,0.654,6.31e-05,0.134,-9.936,520880,46,5,1,0,FALSE
"628",40580,"['Jikki']","Sittupole Vanakam","1954-12-01",1954,0.992,0.613,0.0902,121.679,0.96,0.377,0.903,0.291,-11.673,215053,0,1,1,0,FALSE
"629",75854,"['Sarah Vaughan', 'Hal Mooney And His Orchestra']","My Man's Gone Now","1957-01-01",1957,0.835,0.218,0.03,101.701,0.0657,0.276,1.31e-05,0.12,-9.984,268971,30,0,0,0,FALSE
"630",46368,"['Мигель де Сервантес']","Часть 1.3 & Часть 2.1 - Саламанская пещера","1955",1955,0.973,0.516,0.156,84.412,0.505,0.356,0,0.353,-6.585,151300,0,9,0,1,FALSE
"631",97610,"['Drama']","Left, Right, Left","2000",2000,0.00834,0.909,0.165,125.048,0.539,0.517,0,0.142,-11.018,217427,42,4,1,1,FALSE
"632",55892,"[""Oscar D'León""]","El Manicero","1996-02-08",1996,0.786,0.742,0.0464,112.794,0.947,0.793,0.0265,0.733,-7.143,282982,40,7,1,0,FALSE
"633",12246,"['Lester Young']","Thou Swell","1956-01-01",1956,0.977,0.604,0.0531,93.163,0.721,0.117,0.763,0.113,-18.992,174973,10,0,0,0,FALSE
"634",76779,"['The Moody Blues']","The Night","1967-11-10",1967,0.203,0.23,0.033,106.941,0.171,0.416,0.00298,0.109,-8.09,446400,37,4,0,0,FALSE
"635",105626,"['The Dave Brubeck Quartet']","Toki's Theme","1964",1964,0.511,0.598,0.0328,97.564,0.728,0.589,1.17e-05,0.307,-10.665,128040,24,5,0,0,FALSE
"636",100850,"['Chicago']","(I've Been) Searchin' so Long","1975-11-10",1975,0.119,0.207,0.0356,173.075,0.168,0.389,0.000164,0.122,-13.62,270867,32,0,1,0,FALSE
"637",77518,"['Crosby, Stills, Nash & Young']","Woodstock","1974-08-19",1974,0.132,0.458,0.0551,119.041,0.55,0.537,0.00729,0.165,-12.603,234573,37,4,0,0,FALSE
"638",51994,"['Lata Mangeshkar']","Mujhpe Ilzam-E-Bewafai","1955-12-01",1955,0.964,0.482,0.0542,85.348,0.462,0.228,7.22e-05,0.44,-14.408,204173,0,11,0,0,FALSE
"639",97579,"['Polo Montañez']","Un Montón De Estrellas","2000-03-14",2000,0.137,0.469,0.0412,95.991,0.637,0.528,0,0.0884,-10.359,364573,64,10,1,0,FALSE
"640",106746,"['Camilo Sesto']","Getsemani (Oración del Huerto) - [Musical ""Jesucristo Superstar""]","1975-07-18",1975,0.765,0.269,0.0494,82.976,0.281,0.538,1.85e-06,0.174,-10.249,356000,44,10,0,0,FALSE
"641",33966,"['Dwight Yoakam']","Suspicious Minds - 2004 Remaster","2004-07-27",2004,0.00427,0.548,0.0473,123.857,0.531,0.901,0.0155,0.115,-4.512,234960,41,5,1,0,FALSE
"642",53315,"['Antônio Carlos Jobim']","Remember","1970-11-01",1970,0.549,0.584,0.0871,92.186,0.886,0.404,0.825,0.0928,-18.324,240040,27,10,0,0,FALSE
"643",79064,"['Mazzy Star']","Blue Flower","1990-01-01",1990,0.000658,0.42,0.0273,101.918,0.484,0.556,0.0214,0.0787,-9.561,215440,46,2,1,0,FALSE
"644",49962,"['Sheryl Crow']","Leaving Las Vegas","1993-08-03",1993,0.118,0.646,0.0374,80.828,0.866,0.556,2.49e-05,0.0433,-9.932,310120,33,11,0,0,FALSE
"645",31374,"['Cheap Trick']","ELO Kiddies - Single Version","1977-02",1977,0.000406,0.552,0.0489,131.301,0.719,0.919,0.52,0.603,-8.643,221000,25,11,0,0,FALSE
"646",101239,"['Michal Urbaniak']","A Day In The Park","1978",1978,0.692,0.456,0.045,99.372,0.308,0.618,0.0445,0.592,-11.213,235333,33,3,0,0,FALSE
"647",113418,"['China Crisis']","Black Man Ray","1985-01-01",1985,0.407,0.71,0.0356,116.39,0.612,0.448,0.121,0.0566,-13.855,217493,44,9,0,0,FALSE
"648",64574,"['Duke Ellington', 'John Coltrane']","Stevie","1963-02",1963,0.708,0.525,0.0323,82.691,0.502,0.36,0.000835,0.126,-11.497,262947,42,0,0,0,FALSE
"649",7950,"['Michael Jackson']","Maria (You Were The Only One) - Single Version","1972-01-24",1972,0.0273,0.418,0.0751,157.98,0.538,0.645,1.59e-05,0.107,-8.879,222880,26,8,1,0,FALSE
"650",45108,"['Chris Tomlin']","Give Us Clean Hands - Pour Over Me Album Version","2001-01-01",2001,0.0852,0.274,0.0299,146.464,0.333,0.485,0,0.129,-9.375,338027,41,8,1,0,FALSE
"651",3698,"['Smokey Robinson']","One Heartbeat","1987-01-01",1987,0.143,0.752,0.0268,89.631,0.783,0.336,1.29e-06,0.0671,-15.097,247000,32,2,1,0,FALSE
"652",91303,"['La Bouche']","Sweet Dreams - Radio Version","1996-01-16",1996,0.0526,0.66,0.0508,133.716,0.853,0.946,0.103,0.0642,-7.59,205840,50,11,0,0,FALSE
"653",107793,"['R.E.M.']","Cuyahoga","1986-07-28",1986,0.446,0.507,0.0347,123.175,0.658,0.599,6.31e-05,0.096,-11.84,261400,33,2,1,0,FALSE
"654",72661,"['Modern Talking']","Cheri Cheri Lady","1985",1985,0.458,0.677,0.032,114.223,0.851,0.616,0.0132,0.349,-13.826,226333,65,10,1,0,FALSE
"655",39391,"['Rivermaya']","Umaaraw, Umuulan","2001-10-25",2001,0.0151,0.559,0.0336,134.536,0.614,0.86,0.000402,0.307,-5.369,418613,56,9,1,0,FALSE
