,id_spotify,score,title_rs,title_sp,artist_rs,artist_sp
12893,76631,0.92156862745098,Do You Believe in Magic,Do You Believe in Magic?,The Lovin' Spoonful,"[""The Lovin' Spoonful""]"
7676,58609,0.914893617021277,The Times They Are A-Changin,The Times They Are A-Changin',Bob Dylan,['Bob Dylan']
6513,51435,0.72972972972973,Waterloo Sunset,Waterloo Sunset,The Kinks,['The Kinks']
14378,82349,0.355555555555556,You Really Got Me,Louie Louie,The Kinks,['The Kinks']
9817,64706,0.878787878787879,Desolation Row,Desolation Row,Bob Dylan,['Bob Dylan']
7945,58899,0.9,White Rabbit,White Rabbit,Jefferson Airplane,['Jefferson Airplane']
7948,58902,0.909090909090909,Somebody to Love,Somebody to Love,Jefferson Airplane,['Jefferson Airplane']
5492,41974,0.8,Spoonful,Spoonful,Howlin' Wolf,"[""Howlin' Wolf""]"
7893,58848,0.885714285714286,Eight Miles High,Eight Miles High,The Byrds,['The Byrds']
7558,58510,0.891891891891892,Blowin' in the Wind,Blowin' in the Wind,Bob Dylan,['Bob Dylan']
16022,88971,0.916666666666667,Papa Was a Rollin Stone,Papa Was A Rollin' Stone,The Temptations,['The Temptations']
7235,58029,0.85,Heartbreak Hotel,Heartbreak Hotel,Elvis Presley,['Elvis Presley']
7061,57827,0.897435897435897,Blue Suede Shoes,Blue Suede Shoes,Elvis Presley,['Elvis Presley']
11525,70866,0.444444444444444,Rain,Penny Lane,The Beatles,['The Beatles']
20028,111658,0.894736842105263,A Day in the Life,A Day In The Life,The Beatles,['The Beatles']
20025,111658,0.477272727272727,In My Life,A Day In The Life,The Beatles,['The Beatles']
8697,59902,0.441860465116279,Heroes,Heroes - 2017 Remaster,David Bowie,['David Bowie']
8453,59440,0.529411764705882,Ziggy Stardust,Ziggy Stardust - 2012 Remaster,David Bowie,['David Bowie']
8640,59763,0.538461538461538,Young Americans,Young Americans - 2016 Remaster,David Bowie,['David Bowie']
15889,88664,0.875,For What Its Worth,For What It's Worth,Buffalo Springfield,['Buffalo Springfield']
7976,58937,0.875,The Letter,The Letter,The Box Tops,['The Box Tops']
4091,28505,0.522727272727273,Yesterday,Blackbird / Yesterday,The Beatles,['The Beatles']
7560,58520,0.481481481481481,Please Please Me,Please Please Me - Remastered 2009,The Beatles,['The Beatles']
14031,80600,0.6875,Hey Jude,Hey Jude,The Beatles,['The Beatles']
13884,78899,0.444444444444444,She Loves You,She Loves You - Remastered 2009,The Beatles,['The Beatles']
7692,58625,0.527272727272727,Cant Buy Me Love,Can't Buy Me Love - Remastered 2009,The Beatles,['The Beatles']
18039,100269,0.536585365853659,Something,Something - 2019 Mix,The Beatles,['The Beatles']
7772,58718,0.509433962264151,Ticket to Ride,Ticket To Ride - Remastered 2009,The Beatles,['The Beatles']
8267,59188,0.458333333333333,Let It Be,Let It Be - Remastered 2009,The Beatles,['The Beatles']
11535,70866,0.870967741935484,Penny Lane,Penny Lane,The Beatles,['The Beatles']
7957,58910,0.559322033898305,All You Need is Love,All You Need Is Love - Remastered 2009,The Beatles,['The Beatles']
7684,58616,0.535714285714286,A Hard Days Night,A Hard Day's Night - Remastered 2009,The Beatles,['The Beatles']
8104,59088,0.5,Come Together,Come Together - Remastered 2009,The Beatles,['The Beatles']
4475,30935,0.591836734693878,Sweet Jane,Caroline,The Velvet Underground,['The Velvet Underground']
7978,58938,0.673913043478261,Heroin,Heroin,The Velvet Underground,"['The Velvet Underground', 'Nico']"
8575,59599,0.857142857142857,Jolene,Jolene,Dolly Parton,['Dolly Parton']
7804,58742,0.91304347826087,Subterranean Homesick Blues,Subterranean Homesick Blues,Bob Dylan,['Bob Dylan']
413,1737,0.927272727272727,With a Little Help From My Friends,With A Little Help From My Friends,The Beatles,['The Beatles']
7992,58960,0.9,Ode to Billie Joe,Ode To Billie Joe,Bobbie Gentry,['Bobbie Gentry']
10212,65245,0.48936170212766,Moondance,Moondance - 2013 Remaster,Van Morrison,['Van Morrison']
8190,59140,0.891891891891892,Both Sides Now,Both Sides Now,Joni Mitchell,['Joni Mitchell']
8583,59638,0.866666666666667,Help Me,Help Me,Joni Mitchell,['Joni Mitchell']
14702,82812,0.613636363636364,Stand!,Stand!,Sly and the Family Stone,['Sly & The Family Stone']
7450,58315,0.916666666666667,Cant Help Falling in Love,Can't Help Falling in Love,Elvis Presley,['Elvis Presley']
446,1849,0.924528301886792,The Night They Drove Old Dixie Down,The Night They Drove Old Dixie Down,The Band,['The Band']
7226,58026,0.806451612903226,Peggy Sue,Peggy Sue,Buddy Holly,['Buddy Holly']
8336,59284,0.857142857142857,Baba ORiley,Baba O'Riley,The Who,['The Who']
9904,64898,0.888888888888889,I Can See For Miles,I Can See For Miles,The Who,['The Who']
8174,59120,0.914893617021277,Whipping Post,Whipping Post,The Allman Brothers Band,['The Allman Brothers Band']
8421,59387,0.837837837837838,Lets Stay Together,Let's Stay Together,Al Green,['Al Green']
7961,58927,0.514285714285714,Soul Man,Soul Man,Sam and Dave,['Sam & Dave']
8427,59400,0.85,Smoke on the Water,Smoke on the Water,Deep Purple,['Deep Purple']
11644,71085,0.48936170212766,Ramble On,Ramble On - 2012 Remaster,Led Zeppelin,['Led Zeppelin']
8335,59282,0.870967741935484,Tiny Dancer,Tiny Dancer,Elton John,['Elton John']
16024,88997,0.484848484848485,Rocket Man,Amy,Elton John,['Elton John']
7755,58706,0.720588235294118,Dancing in the Street,Dancing In The Street,Martha Reeves and the Vandellas,['Martha Reeves & The Vandellas']
10914,68096,0.813953488372093,The Harder They Come,The Harder They Come,Jimmy Cliff,['Jimmy Cliff']
4361,30609,0.591836734693878,Into the Mystic,Into the Mystic - Take 11,Van Morrison,['Van Morrison']
8609,59703,0.891891891891892,Tangled Up in Blue,Tangled up in Blue,Bob Dylan,['Bob Dylan']
15259,85625,0.738095238095238,Candle in the Wind,Candle In The Wind 1997,Elton John,['Elton John']
14821,82997,0.885714285714286,What's Going On,What's Going On,Marvin Gaye,['Marvin Gaye']
8599,59684,0.894736842105263,Wish You Were Here,Wish You Were Here,Pink Floyd,['Pink Floyd']
8772,60082,0.888888888888889,Comfortably Numb,Comfortably Numb,Pink Floyd,['Pink Floyd']
8484,59485,0.862068965517241,Piano Man,Piano Man,Billy Joel,['Billy Joel']
8870,60400,0.885714285714286,Sexual Healing,Sexual Healing,Marvin Gaye,['Marvin Gaye']
10392,65502,0.885714285714286,Lets Get It On,Let's Get It On,Marvin Gaye,['Marvin Gaye']
566,2131,0.636363636363636,Gloria,Gloria,Them,['Them']
8436,59414,0.878787878787879,Schools Out,School's Out,Alice Cooper,['Alice Cooper']
10243,65295,0.878787878787879,Im Eighteen,I'm Eighteen,Alice Cooper,['Alice Cooper']
10891,67729,0.764705882352941,Beat It,Beat It,Michael Jackson,['Michael Jackson']
8861,60382,0.837837837837838,Billie Jean,Billie Jean,Michael Jackson,['Michael Jackson']
572,2161,0.925925925925926,You Are the Sunshine of My Life,You Are The Sunshine Of My Life,Stevie Wonder,['Stevie Wonder']
8470,59457,0.846153846153846,Thirteen,Thirteen,Big Star,['Big Star']
8646,59784,0.911111111111111,(Dont Fear) the Reaper,(Don't Fear) The Reaper,Blue Öyster Cult,['Blue Öyster Cult']
10390,65495,0.611111111111111,That Lady (Part 1 and 2),"That Lady, Pts. 1 & 2",The Isley Brothers,['The Isley Brothers']
8178,59124,0.904761904761905,Its Your Thing,It's Your Thing,The Isley Brothers,['The Isley Brothers']
8569,59579,0.870967741935484,Free Bird,Free Bird,Lynyrd Skynyrd,['Lynyrd Skynyrd']
8504,59522,0.925925925925926,Killing Me Softly With His Song,Killing Me Softly with His Song,Roberta Flack,['Roberta Flack']
8333,59277,0.9,Weve Only Just Begun,We've Only Just Begun,Carpenters,['Carpenters']
7266,58042,0.902439024390244,Sweet Little Sixteen,Sweet Little Sixteen,Chuck Berry,['Chuck Berry']
7199,58016,0.866666666666667,Brown Eyed Handsome Man,Brown Eyed Handsome Man,Chuck Berry,['Chuck Berry']
3242,22203,0.333333333333333,Mississippi,Mississippi,Bob Dylan,['Train']
9846,64811,0.885714285714286,Just Like a Woman,Just Like a Woman,Bob Dylan,['Bob Dylan']
7744,58702,0.897435897435897,Like a Rolling Stone,Like a Rolling Stone,Bob Dylan,['Bob Dylan']
8339,59286,0.894736842105263,Aint No Sunshine,Ain't No Sunshine,Bill Withers,['Bill Withers']
8423,59391,0.875,Lean on Me,Lean on Me,Bill Withers,['Bill Withers']
16120,89290,0.92156862745098,Blue Eyes Crying in the Rain,Blue Eyes Crying in the Rain,Willie Nelson,['Willie Nelson']
8590,59648,0.549019607843137,"No Woman, No Cry",No Woman No Cry,Bob Marley,['Bob Marley & The Wailers']
10530,65875,0.833333333333333,Fire and Rain,Fire and Rain,James Taylor,['James Taylor']
8680,59862,0.891891891891892,Roadrunner,Roadrunner,The Modern Lovers,['The Modern Lovers']
15928,88770,0.63265306122449,My Sweet Lord,My Sweet Lord (2000) - 2014 Mix,George Harrison,['George Harrison']
8777,60090,0.85,How Deep Is Your Love,How Deep Is Your Love,Bee Gees,['Bee Gees']
8740,59994,0.866666666666667,Surrender,Surrender,Cheap Trick,['Cheap Trick']
20414,112679,0.866666666666667,Alison,Alison,Elvis Costello,['Elvis Costello']
8735,59986,0.853658536585366,Running on Empty,Running on Empty,Jackson Browne,['Jackson Browne']
15045,83651,0.878787878787879,I Feel Love,I Feel Love,Donna Summer,['Donna Summer']
10639,66147,0.448598130841121,(Whats So Funny About) Peace,"(What's So Funny 'Bout) Peace, Love And Understanding",Elvis Costello and the Attractions,['Elvis Costello & The Attractions']
17415,96631,0.655737704918033,I Shot the Sheriff,I Shot The Sheriff,Bob Marley and the Wailers,['Bob Marley & The Wailers']
8754,60049,0.9,Da Ya Think Im Sexy?,Da Ya Think I'm Sexy?,Rod Stewart,['Rod Stewart']
8175,59122,0.583333333333333,Heartbreaker,Heartbreaker - 1990 Remaster,Led Zeppelin,['Led Zeppelin']
10267,65350,0.48936170212766,Black Dog,Black Dog - 1990 Remaster,Led Zeppelin,['Led Zeppelin']
10532,65896,0.866666666666667,Stayin Alive,Stayin' Alive,Bee Gees,['Bee Gees']
8920,60583,0.904761904761905,Born in the U.S.A.,Born in the U.S.A.,Bruce Springsteen,['Bruce Springsteen']
8340,59287,0.512820512820513,Imagine,Imagine - 2010 Mix,John Lennon,['John Lennon']
8097,59085,0.92156862745098,Fortunate Son,Fortunate Son,Creedence Clearwater Revival,['Creedence Clearwater Revival']
8137,59104,0.916666666666667,Proud Mary,Proud Mary,Creedence Clearwater Revival,['Creedence Clearwater Revival']
8305,59229,0.929824561403509,Wholl Stop the Rain,Who'll Stop The Rain,Creedence Clearwater Revival,['Creedence Clearwater Revival']
4945,36209,0.924528301886792,Bad Moon Rising,Bad Moon Rising,Creedence Clearwater Revival,['Creedence Clearwater Revival']
1745,10498,0.757575757575758,Paranoid,Paranoid,Black Sabbath,['Black Sabbath']
8275,59197,0.458333333333333,Iron Man,Iron Man - 2014 Remaster,Black Sabbath,['Black Sabbath']
8850,60292,0.698412698412698,I Love Rock N Roll,I Love Rock 'N Roll,Joan Jett and the Blackhearts,['Joan Jett & The Blackhearts']
20513,113747,0.538461538461538,I Want to Hold Your Hand,I Want To Hold Your Hand - Remastered 2009,The Beatles,['The Beatles']
19463,107274,0.870967741935484,Super Freak,Super Freak,Rick James,['Rick James']
8289,59213,0.716666666666667,Bridge Over Troubled Water,Bridge Over Troubled Water,Simon and Garfunkel,['Simon & Garfunkel']
11586,70927,0.459459459459459,Whiter Shade of Pale,A Whiter Shade of Pale - Original Single Version,Procol Harum,['Procol Harum']
20467,113136,0.6,1999,Free,Prince,['Prince']
9014,61081,0.851851851851852,Love Shack,Love Shack,The B-52's,"[""The B-52's""]"
20533,114136,0.507936507936508,Your Cheatin Heart,Your Cheatin' Heart,Hank Williams,"['Hank Williams', 'Drifting Cowboys']"
12316,73027,0.549019607843137,Personal Jesus,Personal Jesus - Acoustic,Depeche Mode,['Depeche Mode']
5793,43709,0.348837209302326,William,Ask - 2011 Remaster,The Smiths,['The Smiths']
8615,59708,0.897435897435897,Thunder Road,Thunder Road,Bruce Springsteen,['Bruce Springsteen']
15302,86143,0.891891891891892,The Rising,The Rising,Bruce Springsteen,['Bruce Springsteen']
8601,59687,0.894736842105263,Born to Run,Born to Run,Bruce Springsteen,['Bruce Springsteen']
8970,60876,0.666666666666667,Sweet Child OMine,Sweet Child O' Mine,Guns n' Roses,"[""Guns N' Roses""]"
19496,107865,0.885714285714286,Paradise City,Paradise City,Guns N' Roses,"[""Guns N' Roses""]"
8971,60878,0.906976744186046,Welcome to the Jungle,Welcome To The Jungle,Guns N' Roses,"[""Guns N' Roses""]"
8598,59683,0.875,Sweet Emotion,Sweet Emotion,Aerosmith,['Aerosmith']
8481,59483,0.851851851851852,Dream On,Dream On,Aerosmith,['Aerosmith']
9029,61162,0.866666666666667,Like A Prayer,Like a Prayer,Madonna,['Madonna']
7690,58622,0.902439024390244,A Change Is Gonna Come,A Change Is Gonna Come,Sam Cooke,['Sam Cooke']
4658,32691,0.451612903225806,In Bloom,Lithium,Nirvana,['Nirvana']
17428,96700,0.333333333333333,One,The Fly,U2,['U2']
9054,61307,0.911111111111111,I Cant Make You Love Me,I Can't Make You Love Me,Bonnie Raitt,['Bonnie Raitt']
9042,61279,0.870967741935484,Losing My Religion,Losing My Religion,R.E.M.,['R.E.M.']
8722,59969,0.870967741935484,Marquee Moon,Marquee Moon,Television,['Television']
13912,79360,0.866666666666667,All Apologies,All Apologies,Nirvana,['Nirvana']
7049,56683,0.722222222222222,Heart of Gold,Heart of Gold,Neil Young,['Neil Young']
9096,61587,0.866666666666667,Sabotage,Sabotage,Beastie Boys,['Beastie Boys']
12027,71730,0.875,Bohemian Rhapsody,Bohemian Rhapsody,Queen,['Queen']
2503,15663,0.909090909090909,Summer Babe (Winter Version),Summer Babe (Winter Version),Pavement,['Pavement']
9182,62570,0.878787878787879,American Idiot,American Idiot,Green Day,['Green Day']
10901,67863,0.885714285714286,Paranoid Android,Paranoid Android,Radiohead,['Radiohead']
9116,61731,0.891891891891892,Fake Plastic Trees,Fake Plastic Trees,Radiohead,['Radiohead']
2562,17119,0.714285714285714,Juicy,Juicy,The Notorious B.I.G.,['The Notorious B.I.G.']
9004,60976,0.870967741935484,Fast Car,Fast Car,Tracy Chapman,['Tracy Chapman']
10622,66101,0.714285714285714,Another Brick in the Wall Part 2,"Another Brick in the Wall, Pt. 3",Pink Floyd,['Pink Floyd']
7954,58906,0.476190476190476,The Wind Cries Mary,The Wind Cries Mary,The Jimi Hendrix Experience,['Jimi Hendrix']
9038,61273,0.875,Enter Sandman,Enter Sandman,Metallica,['Metallica']
929,4758,0.783783783783784,How Soon Is Now?,How Soon Is Now?,The Smiths,['The Smiths']
9167,62392,0.833333333333333,Clocks,Clocks,Coldplay,['Coldplay']
8563,59576,0.482758620689655,Get Up,"Get Up, Stand Up",Bob Marley and the Wailers,['Bob Marley & The Wailers']
10676,66291,0.76,Call Me,Call Me,Blondie,['Blondie']
9178,62518,0.76,Maps,Maps,Yeah Yeah Yeahs,['Yeah Yeah Yeahs']
15216,84995,0.868852459016393,Get Up (I Feel Like Being a) Sex Machine,Get Up (I Feel Like Being A) Sex Machine,James Brown,['James Brown']
9170,62467,0.909090909090909,Seven Nation Army,Seven Nation Army,The White Stripes,['The White Stripes']
17394,96144,0.638297872340426,Come Go With Me,Come Go with Me,The Dell-Vikings,['The Del-Vikings']
5865,45347,0.870967741935484,Jesus Walks,Jesus Walks,Kanye West,['Kanye West']
12704,76291,0.62962962962963,Oh,Leah,Roy Orbison,['Roy Orbison']
7509,58413,0.785714285714286,Crying,Crying,Roy Orbison,['Roy Orbison']
965,5639,0.477272727272727,Layla,Layla,Derek and the Dominos,['Derek & The Dominos']
967,6411,0.846153846153846,Blue Suede Shoes,Blue Suede Shoes,Carl Perkins,['Carl Perkins']
7456,58327,0.837837837837838,Only the Lonely,Only the Lonely,Roy Orbison,['Roy Orbison']
9313,63936,0.8125,Jim Dandy,Jim Dandy,Lavern Baker,['LaVern Baker']
7368,58166,0.85,Lonely Teardrops,Lonely Teardrops,Jackie Wilson,['Jackie Wilson']
20521,114017,0.813953488372093,The Great Pretender,The Great Pretender,The Platters,['The Platters']
7469,58346,0.828571428571429,Spanish Harlem,Spanish Harlem,Ben E. King,['Ben E. King']
16405,91497,0.859649122807018,Everybody Needs Somebody to Love,Everybody Needs Somebody to Love,Solomon Burke,['Solomon Burke']
10869,67467,0.794871794871795,Mustang Sally,Mustang Sally,Wilson Pickett,['Wilson Pickett']
10870,67481,0.846153846153846,In the Still of the Night,In The Still of the Night,The Five Satins,['The Five Satins']
